dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2010,107.62,108.46,109.46,109.23,109.05,108.69,108.19,108.18,108.92,109.66,111.09,111.75
geoId-VNM,2011,112.17,112.31,113.89,117.51,119.78,120.82,122.16,123.02,122.42,121.59,119.83,118.13
geoId-VNM,2012,117.27,116.44,114.15,110.54,108.34,106.9,105.35,105.04,106.48,107.0,107.08,106.81
geoId-VNM,2013,107.07,107.02,106.64,106.61,106.36,106.69,107.29,107.5,106.3,105.92,105.78,106.04
geoId-VNM,2014,105.45,104.65,104.39,104.45,104.72,104.98,104.94,104.31,103.62,103.23,102.6,101.84
geoId-VNM,2015,100.94,100.34,100.93,100.99,100.95,101.0,100.9,100.61,100.0,100.0,100.34,100.6
geoId-VNM,2016,100.8,101.27,101.69,101.89,102.28,102.4,102.39,102.57,103.34,104.09,104.52,104.74
geoId-VNM,2017,105.22,105.02,104.65,104.3,103.19,102.54,102.52,103.35,103.4,102.98,102.62,102.6
geoId-VNM,2018,102.65,103.15,102.66,102.75,103.86,104.67,104.46,103.98,103.98,103.89,103.46,102.98
geoId-VNM,2019,102.56,102.64,102.7,102.93,102.88,102.16,102.44,102.26,101.98,102.24,103.52,105.23
geoId-VNM,2020,106.43,105.4,104.87,102.93,102.4,103.17,103.39,103.18,102.98,102.47,101.48,100.19
geoId-VNM,2021,99.03,100.7,101.16,102.7,102.9,102.41,102.64,102.82,102.06,101.77,102.1,101.81
geoId-VNM,2022,101.94,101.42,102.41,102.64,102.86,103.37,103.14,102.89,103.94,104.3,104.37,104.55
