dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,56.39,89.77,100.0,127.1,141.26,144.88,148.64,150.1,150.82,159.91,172.88,182.75,186.29,188.5,199.38
