dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,101.0,100.1,99.4,101.6,99.4,99.3,99.5,100.0,100.0,100.5,100.6,100.2,100.5,102.2,100.35,100.14,103.32,100.05,100.02,100.08,100.14,100.33,100.0,100.08,100.31,98.46,99.96,100.18
