dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,103.8,100.9,100.8,101.6,101.7,100.4,100.3,101.1,100.9,101.1,101.1,101.2,101.1,102.38,100.32,101.36,101.74,101.0,101.25,100.69,99.8,100.0,100.46,100.51,100.1,101.23,100.06,100.19
