dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,101.78,101.2,103.02,104.34,105.56,106.15,109.06,108.53,105.36,108.83,107.6,105.01,102.96,102.02,101.13,101.02,101.24,101.35,101.14,100.66,102.03
