dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,100.3,99.6,100.1,101.1,99.6,100.1,100.0,100.1,99.9,100.6,100.4,100.4,100.6,101.56,100.24,100.23,100.93,100.63,100.83,100.22,99.93,100.1,100.92,100.45,100.28,100.07,100.25,100.0
