dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2010,,,,,,,,,,,,
geoId-VNM,2010,105.43,107.23,110.56,109.47,109.17,109.22,109.82,110.03,110.27,111.07,113.99,116.69
geoId-VNM,2011,,,,,,,,,,,,
geoId-VNM,2011,117.95,119.17,119.25,126.61,130.96,133.25,136.83,138.81,137.88,135.55,130.92,127.38
geoId-VNM,2012,,,,,,,,,,,,
geoId-VNM,2012,125.73,123.57,120.14,112.77,108.64,105.69,101.95,100.13,100.34,101.11,101.16,100.95
geoId-VNM,2013,,,,,,,,,,,,
geoId-VNM,2013,101.5,101.77,102.08,101.7,101.5,101.79,102.43,103.35,104.32,105.11,105.92,106.02
geoId-VNM,2014,,,,,,,,,,,,
geoId-VNM,2014,104.77,102.89,102.28,103.85,104.7,105.3,105.71,105.62,104.93,103.86,103.18,102.84
geoId-VNM,2015,,,,,,,,,,,,
geoId-VNM,2015,102.51,102.09,104.01,103.17,102.49,102.04,101.71,101.32,100.97,101.3,101.39,101.47
geoId-VNM,2016,,,,,,,,,,,,
geoId-VNM,2016,101.35,103.06,102.06,102.34,103.03,103.29,103.04,102.68,102.93,102.85,103.59,103.34
geoId-VNM,2017,,,,,,,,,,,,
geoId-VNM,2017,102.42,99.69,99.13,98.3,95.7,94.54,95.38,97.12,97.08,97.19,96.45,96.08
geoId-VNM,2018,,,,,,,,,,,,
geoId-VNM,2018,97.19,99.12,99.29,100.08,103.63,106.35,106.35,105.8,106.28,106.08,105.82,106.33
geoId-VNM,2019,,,,,,,,,,,,
geoId-VNM,2019,106.63,107.08,106.09,105.51,104.37,102.81,102.33,101.49,101.75,103.16,107.72,112.49
geoId-VNM,2020,,,,,,,,,,,,
geoId-VNM,2020,114.45,111.99,113.22,114.93,115.29,115.86,115.04,114.8,113.27,111.21,106.75,101.45
geoId-VNM,2021,99.69,101.57,100.22,99.35,98.88,97.99,99.23,100.11,100.4,98.62,98.29,99.19
geoId-VNM,2021,,,,,,,,,,,,
geoId-VNM,2022,98.31,98.18,99.91,99.85,100.12,101.29,101.94,102.3,102.77,105.02,105.12,105.01
geoId-VNM,2022,,,,,,,,,,,,
