dia phuong,Năm,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12
geoId-VNM,2002,101.9,106.0,104.8,104.8,105.5,105.7,105.3,105.3,105.6,105.4,105.4,105.7
geoId-VNM,2003,101.3,104.7,102.7,102.4,102.1,101.6,101.1,100.9,100.8,100.8,101.7,102.2
geoId-VNM,2004,101.6,106.8,108.5,109.5,111.5,113.2,113.7,114.5,115.0,114.8,114.8,115.6
geoId-VNM,2005,101.7,105.9,106.1,106.6,107.2,107.7,107.7,108.0,108.4,108.8,109.3,110.8
geoId-VNM,2006,101.7,105.0,104.0,104.2,104.5,104.9,105.4,105.6,105.3,105.9,107.2,107.9
geoId-VNM,2007,101.13,104.62,104.18,104.64,105.73,106.8,108.5,109.46,110.57,111.78,114.08,118.92
geoId-VNM,2008,103.76,110.17,114.45,118.01,126.56,130.73,132.02,132.68,132.68,132.12,132.03,131.86
geoId-VNM,2009,100.39,102.07,101.6,102.03,102.22,102.5,102.45,102.37,102.42,102.75,103.64,105.78
geoId-VNM,2010,102.11,105.27,106.35,105.68,105.55,105.94,106.17,106.45,107.29,108.71,112.46,116.18
geoId-VNM,2011,102.47,106.21,108.31,113.19,116.59,118.68,121.2,122.83,123.18,123.25,123.94,124.8
geoId-VNM,2012,101.01,103.14,102.29,101.47,101.32,101.09,100.62,100.44,100.52,100.81,100.73,101.01
geoId-VNM,2013,101.34,103.65,103.1,102.16,101.81,101.72,101.83,102.38,103.04,103.93,104.57,105.08
geoId-VNM,2014,100.77,101.93,100.95,101.1,101.27,101.56,101.82,102.28,102.5,102.56,102.52,102.61
geoId-VNM,2015,100.28,100.81,101.17,100.75,100.53,100.5,100.6,100.7,100.57,100.76,100.81,100.97
geoId-VNM,2016,100.25,102.23,101.74,101.74,102.1,102.32,102.26,102.12,102.22,102.39,102.9,102.87
geoId-VNM,2017,99.76,99.88,99.01,98.36,96.96,96.38,96.9,97.93,98.01,98.31,98.43,98.2
geoId-VNM,2018,100.44,101.98,101.34,101.16,102.05,103.15,103.6,104.5,104.96,105.19,105.04,105.09
geoId-VNM,2019,100.66,102.4,100.95,100.38,100.43,100.55,100.88,101.12,101.69,102.75,105.56,109.17
geoId-VNM,2020,102.29,102.55,102.11,102.78,103.13,103.59,103.4,103.51,103.2,103.06,103.11,102.68
geoId-VNM,2021,100.64,102.26,100.77,100.64,100.68,100.55,101.22,101.97,101.8,100.5,100.33,100.51
geoId-VNM,2022,100.0,101.54,101.27,101.22,101.49,102.31,103.72,104.81,104.99,105.13,105.05,105.21
