dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,97.68,103.34,113.09,112.13,108.48,110.07,132.36,108.39,110.21,129.34,108.14,103.11,104.16,102.03,102.79,97.4,103.47,105.08,112.28,99.46,101.62
