dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,100.1,100.2,100.2,100.3,100.2,100.3,100.1,100.2,100.1,100.2,100.1,100.1
geoId-VNM,2003,100.2,100.2,100.0,100.1,100.0,100.1,100.2,100.1,100.1,100.2,100.5,100.5
geoId-VNM,2004,99.7,100.4,100.5,99.9,99.7,100.0,99.9,100.1,100.1,100.0,100.0,100.1
geoId-VNM,2005,100.0,100.1,100.0,100.1,100.1,100.0,100.2,100.1,100.0,100.1,100.1,100.1
geoId-VNM,2006,100.0,100.1,99.9,100.1,100.8,99.7,99.8,100.1,100.1,100.2,100.2,100.0
geoId-VNM,2007,99.88,99.79,99.9,100.12,100.15,100.26,100.22,100.16,100.57,99.4,99.72,99.81
geoId-VNM,2008,99.74,99.88,98.49,101.21,101.02,104.69,101.83,97.04,99.25,99.95,102.1,101.14
geoId-VNM,2009,101.48,100.91,100.19,101.25,101.25,100.14,100.85,100.13,99.77,99.65,101.45,103.19
geoId-VNM,2010,99.89,100.33,101.28,99.72,99.37,99.83,100.38,100.48,101.61,100.6,103.0,102.86
geoId-VNM,2011,99.68,100.94,103.06,98.39,99.02,99.22,99.82,100.26,100.8,100.39,100.69,100.02
geoId-VNM,2012,100.05,99.59,99.37,99.93,100.06,100.2,99.95,99.85,100.06,100.06,99.89,100.03
geoId-VNM,2013,99.92,100.03,100.41,100.01,100.21,100.26,100.68,100.06,99.74,99.82,99.9,100.05
geoId-VNM,2014,99.94,99.97,100.02,99.94,99.96,100.49,100.36,99.74,99.85,100.18,100.23,100.35
geoId-VNM,2015,100.23,99.8,100.16,100.74,100.36,100.62,100.09,100.31,102.71,99.84,99.69,100.69
geoId-VNM,2016,100.18,99.36,99.62,100.05,99.9,100.09,99.79,99.95,100.07,100.07,100.22,101.52
geoId-VNM,2017,99.93,99.93,100.41,99.72,99.97,99.93,100.09,99.97,100.03,99.97,99.99,100.02
geoId-VNM,2018,99.96,99.99,100.27,100.1,99.94,100.2,100.84,101.12,100.16,100.2,99.97,99.93
geoId-VNM,2019,99.6,99.91,100.05,99.98,100.45,100.3,99.5,99.83,99.89,100.03,99.87,99.81
geoId-VNM,2020,100.02,100.32,100.17,100.95,99.59,99.42,99.77,99.93,99.95,100.07,99.95,99.77
geoId-VNM,2021,99.84,99.83,100.23,100.29,99.79,99.7,100.09,99.56,99.52,99.94,99.79,100.84
geoId-VNM,2022,99.68,99.72,100.64,100.07,100.65,100.72,100.62,100.18,100.53,101.84,102.91,97.4
