dia phuong,2000,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,101.66,101.69,101.57,100.56,100.95,100.62,102.35,109.17,107.63,108.47,100.18,100.66,100.56,103.16,102.23,101.4,101.29,100.99,99.98,99.03,102.09
