dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,100.4,101.4,99.2,99.8,100.4,100.1,100.2,100.2,100.3,100.6,100.3,100.7
geoId-VNM,2003,100.9,102.2,99.4,99.8,99.8,100.0,100.0,100.1,100.1,100.3,100.3,100.6
geoId-VNM,2004,102.9,100.5,98.3,100.3,100.4,100.0,100.2,100.4,100.4,100.0,100.0,100.3
geoId-VNM,2005,100.8,101.7,99.8,100.2,100.8,99.8,100.2,100.4,100.0,100.4,100.3,100.5
geoId-VNM,2006,101.2,101.5,99.5,100.1,100.4,100.3,100.6,100.2,100.3,100.3,100.8,99.9
geoId-VNM,2007,101.65,102.52,99.28,99.82,100.22,100.16,100.27,100.5,100.06,100.41,100.4,101.33
geoId-VNM,2008,101.77,101.89,100.66,100.68,101.88,101.07,100.98,100.67,100.54,100.67,100.9,100.68
geoId-VNM,2009,101.89,100.8,100.35,100.45,100.31,100.64,100.47,100.11,100.75,100.14,100.44,100.97
geoId-VNM,2010,101.14,102.27,100.16,100.37,100.32,100.62,100.41,100.32,100.44,100.9,100.94,101.3
geoId-VNM,2011,101.67,102.14,100.88,101.01,100.92,100.76,100.63,100.55,100.59,100.49,100.25,100.49
geoId-VNM,2012,101.17,100.86,100.16,100.2,100.43,100.33,100.33,100.24,100.14,100.17,100.23,100.32
geoId-VNM,2013,100.42,101.5,99.92,100.1,100.41,100.32,100.29,100.27,100.22,100.12,100.28,100.27
geoId-VNM,2014,100.83,100.6,100.24,100.23,100.13,100.3,100.2,100.13,100.08,100.06,100.12,100.18
geoId-VNM,2015,100.37,100.56,99.89,99.99,100.2,100.24,100.18,100.07,100.1,100.11,100.16,100.16
geoId-VNM,2016,100.44,101.15,99.46,100.17,100.11,100.13,100.09,100.05,100.04,100.06,100.05,100.21
geoId-VNM,2017,100.78,99.99,99.98,100.06,100.08,100.1,100.04,100.07,100.02,100.01,100.05,100.17
geoId-VNM,2018,100.35,100.75,99.72,100.0,100.08,100.09,100.05,100.11,100.09,100.03,100.07,100.22
geoId-VNM,2019,100.69,100.35,99.92,100.08,100.18,100.33,100.12,100.03,100.06,100.04,100.2,100.25
geoId-VNM,2020,100.65,99.72,99.89,100.13,100.25,100.09,100.02,100.05,100.05,100.08,100.06,100.13
geoId-VNM,2021,100.32,100.9,99.63,100.14,100.09,100.11,100.18,100.22,100.17,100.19,100.33,100.2
geoId-VNM,2022,100.57,100.37,100.06,100.22,100.33,100.35,100.39,100.27,100.13,100.34,100.26,100.45
