dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,100.6,100.5,99.7,99.9,99.8,100.0,99.9,100.1,100.4,100.0,100.1,100.1
geoId-VNM,2003,100.8,100.6,99.8,100.4,100.5,100.0,100.0,100.0,100.2,100.1,100.5,100.5
geoId-VNM,2004,101.2,99.7,100.5,100.7,99.9,100.1,100.2,100.4,100.5,100.2,100.2,100.5
geoId-VNM,2005,100.7,100.5,99.8,100.3,100.4,100.3,100.3,100.6,100.6,100.4,100.5,100.6
geoId-VNM,2006,100.9,100.8,100.3,100.2,100.4,100.4,100.3,100.5,100.7,100.4,100.0,100.7
geoId-VNM,2007,101.01,101.28,99.75,100.48,100.48,100.48,100.49,100.38,100.31,100.29,100.4,101.16
geoId-VNM,2008,101.4,101.36,100.89,100.96,100.96,100.92,101.4,101.0,100.74,100.7,100.86,101.01
geoId-VNM,2009,101.46,100.44,100.19,100.2,100.26,100.47,100.29,100.52,100.67,100.27,100.32,100.81
geoId-VNM,2010,101.24,101.39,100.15,100.35,100.32,100.33,100.35,100.51,100.34,100.4,100.9,101.81
geoId-VNM,2011,101.81,101.38,101.0,101.63,101.17,100.62,100.74,100.79,100.92,100.63,100.65,100.86
geoId-VNM,2012,101.97,100.55,100.41,100.56,100.58,100.62,100.46,100.57,100.46,100.55,100.83,101.17
geoId-VNM,2013,101.3,101.08,100.18,100.45,100.36,100.42,100.25,100.44,100.29,100.35,100.35,100.57
geoId-VNM,2014,100.89,100.21,100.05,100.26,100.2,100.22,100.2,100.32,100.32,100.19,100.34,100.51
geoId-VNM,2015,100.51,100.45,99.96,100.14,100.14,100.17,100.25,100.28,100.21,100.2,100.14,100.32
geoId-VNM,2016,100.37,100.45,99.83,100.05,100.02,100.06,100.04,100.14,100.14,100.05,100.24,100.25
geoId-VNM,2017,100.24,99.95,99.88,100.02,100.05,100.05,100.04,100.09,100.05,100.17,100.15,100.43
geoId-VNM,2018,100.34,100.2,99.83,99.99,100.08,100.06,100.12,100.1,100.11,100.15,100.26,100.43
geoId-VNM,2019,100.39,100.14,99.83,100.06,100.12,100.14,100.1,100.09,100.09,100.06,100.12,100.33
geoId-VNM,2020,100.33,99.87,99.85,99.83,99.99,100.0,100.06,99.97,100.1,100.06,100.14,100.15
geoId-VNM,2021,,,,,,,,,,,,
geoId-VNM,2022,,,,,,,,,,,,
