dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2010,106.26,106.35,106.44,106.47,106.5,106.52,106.41,107.62,115.56,119.19,119.4,119.38
geoId-VNM,2011,122.5,123.45,124.33,124.54,124.77,125.24,125.43,125.23,121.43,120.61,120.43,120.41
geoId-VNM,2012,117.05,116.1,116.34,117.89,117.68,117.25,117.07,116.32,118.38,116.86,116.92,116.97
geoId-VNM,2013,117.29,117.25,116.01,114.2,114.15,114.07,114.04,114.52,113.32,111.82,111.78,111.71
geoId-VNM,2014,111.38,111.36,111.35,111.36,111.35,111.33,111.26,110.51,107.48,108.31,108.24,108.25
geoId-VNM,2015,108.32,108.35,108.32,108.27,108.26,108.25,108.23,108.93,103.67,102.38,102.41,102.42
geoId-VNM,2016,103.25,103.48,104.15,104.53,104.55,104.61,104.6,104.18,110.3,110.92,110.86,110.81
geoId-VNM,2017,110.35,110.07,110.17,109.77,109.78,109.8,109.85,109.96,107.72,107.26,107.29,107.29
geoId-VNM,2018,106.82,106.84,106.06,106.11,106.09,106.12,106.12,106.0,106.07,106.49,106.51,106.52
geoId-VNM,2019,106.65,106.12,106.12,106.11,106.17,106.29,106.48,106.6,104.65,104.25,104.23,104.25
geoId-VNM,2020,104.11,104.65,104.69,104.63,104.58,104.36,104.15,103.74,102.66,103.85,103.81,103.8
geoId-VNM,2021,104.13,104.08,104.04,104.07,104.1,104.11,104.12,103.98,98.91,97.84,96.93,96.51
geoId-VNM,2022,96.22,96.7,96.79,97.69,97.83,97.87,98.03,99.43,108.37,110.64,110.96,111.8
