dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,100.1,100.1,100.3,100.3,99.0,100.1,100.0,100.3,99.8,100.0,100.4,100.2,100.7,99.81,100.37,101.05,100.36,100.85,100.49,100.11,100.11,100.83,100.41,100.33,100.59,100.09,99.8,100.15
