dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,100.4,100.3,99.7,100.1,100.0,100.0,100.0,100.1,100.1,99.9,100.0,100.2
geoId-VNM,2003,100.3,100.2,100.2,100.1,100.2,100.1,100.0,99.7,100.0,100.2,100.5,100.4
geoId-VNM,2004,100.5,100.7,99.7,100.5,100.1,100.1,100.5,100.4,100.3,100.4,100.1,100.3
geoId-VNM,2005,100.8,100.4,100.2,100.4,100.3,100.3,100.3,100.5,100.3,100.4,100.3,100.6
geoId-VNM,2006,100.6,100.6,100.4,100.4,100.5,100.7,100.3,100.3,100.4,100.5,100.7,100.7
geoId-VNM,2007,100.49,101.06,100.14,100.44,100.64,100.38,100.49,100.28,100.25,100.21,100.2,100.46
geoId-VNM,2008,100.85,100.73,101.51,100.95,100.93,101.28,101.53,101.11,101.11,100.73,100.67,100.6
geoId-VNM,2009,100.61,100.7,100.34,100.28,100.51,100.66,100.37,100.3,100.37,100.22,100.22,100.25
geoId-VNM,2010,100.58,100.93,100.39,100.45,100.39,100.48,100.39,100.38,100.34,100.48,100.74,100.86
geoId-VNM,2011,100.77,100.64,101.22,101.38,100.97,100.72,100.61,100.51,100.51,100.73,100.61,100.68
geoId-VNM,2012,100.96,100.41,100.55,100.53,100.57,100.46,100.4,100.35,100.31,100.3,100.56,100.59
geoId-VNM,2013,100.54,100.6,100.23,100.38,100.36,100.33,100.26,100.22,100.23,100.24,100.24,100.25
geoId-VNM,2014,100.39,100.22,100.16,100.24,100.25,100.2,100.12,100.09,100.21,100.22,100.16,100.18
geoId-VNM,2015,100.18,100.31,100.09,100.16,100.13,100.12,100.14,100.11,100.07,100.12,100.19,99.9
geoId-VNM,2016,100.16,100.19,99.99,100.1,100.09,100.06,100.06,100.05,100.11,100.04,100.1,100.08
geoId-VNM,2017,100.2,100.05,100.06,100.1,100.1,100.08,100.09,100.03,100.06,100.1,100.09,100.12
geoId-VNM,2018,100.16,100.27,100.02,100.09,100.1,100.03,100.11,100.1,100.13,100.11,100.08,100.16
geoId-VNM,2019,100.16,100.26,99.97,100.11,100.11,100.14,100.08,100.05,100.13,100.09,100.1,100.14
geoId-VNM,2020,100.27,100.08,100.09,100.06,100.05,100.07,100.07,100.0,99.94,100.0,100.03,100.01
geoId-VNM,2021,100.08,100.2,99.95,100.11,100.09,100.1,100.06,100.0,100.09,100.06,100.19,100.17
geoId-VNM,2022,100.18,100.19,100.19,100.32,100.22,100.31,100.32,100.21,100.16,100.12,100.21,100.22
