dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,100.0,100.2,99.8,99.9,100.3,100.5,100.2,100.2,100.4,103.1,101.9,100.5
geoId-VNM,2003,100.6,100.5,101.9,100.4,99.5,99.6,100.2,100.2,100.1,100.0,100.5,100.6
geoId-VNM,2004,100.8,101.5,102.1,100.4,100.2,99.8,100.0,100.6,100.5,100.5,100.5,100.5
geoId-VNM,2005,100.3,100.4,100.4,101.1,100.8,100.0,101.7,100.6,101.7,101.1,100.7,100.6
geoId-VNM,2006,100.8,100.7,100.1,99.7,100.9,101.0,100.8,101.1,100.9,99.5,99.8,100.5
geoId-VNM,2007,103.08,101.86,99.9,100.96,100.87,101.33,100.73,100.15,100.43,101.51,101.87,103.28
geoId-VNM,2008,102.88,101.39,103.55,102.62,101.2,101.93,101.67,102.18,99.37,98.92,95.14,97.64
geoId-VNM,2009,100.77,101.59,100.3,100.45,100.97,101.45,101.89,100.93,100.87,100.55,100.75,101.4
geoId-VNM,2010,101.66,101.75,101.38,102.51,101.46,100.01,99.53,100.07,101.08,101.04,101.74,102.53
geoId-VNM,2011,101.33,100.83,103.67,104.38,103.19,100.56,100.36,100.89,100.37,99.97,100.12,100.51
geoId-VNM,2012,101.71,102.47,102.31,99.56,99.03,98.79,99.07,102.03,102.18,101.09,100.53,100.15
geoId-VNM,2013,100.36,100.45,100.09,99.56,99.47,100.02,100.43,100.88,100.91,100.5,100.41,102.31
geoId-VNM,2014,101.02,99.36,99.26,99.44,100.43,100.61,100.43,99.69,99.62,99.92,99.26,99.01
geoId-VNM,2015,98.91,99.59,100.16,100.84,101.27,100.3,100.22,99.55,99.32,99.99,100.32,100.5
geoId-VNM,2016,100.3,99.59,99.99,100.71,100.88,100.55,100.14,99.98,100.09,100.31,100.49,100.19
geoId-VNM,2017,100.57,100.77,100.5,99.76,99.98,100.53,100.03,100.93,100.69,100.63,99.96,100.22
geoId-VNM,2018,100.55,99.91,99.72,100.18,100.34,100.65,100.37,100.44,100.2,100.31,99.36,99.11
geoId-VNM,2019,100.35,100.69,100.78,100.6,101.28,99.8,99.97,100.33,100.12,100.53,100.13,100.43
geoId-VNM,2020,101.47,99.97,99.75,97.67,100.25,99.58,100.47,100.1,100.62,100.29,100.07,99.97
geoId-VNM,2021,97.69,104.0,100.24,99.57,100.4,100.63,100.88,100.0,98.01,99.74,100.46,99.55
geoId-VNM,2022,100.07,100.92,101.49,100.58,99.87,99.99,100.49,100.26,100.94,100.69,100.97,100.66
