dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,100.3,101.0,101.0,100.8,100.5,100.1,101.0,100.3,100.8,100.6,100.8,100.5,102.9,99.32,101.38,101.98,100.53,100.27,100.51,99.76,100.02,100.23,100.21,99.75,101.4,100.1,99.82,99.99
