dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,100.2,100.1,99.9,100.0,100.2,100.0,100.1,99.8,99.9,100.0,100.1,100.2
geoId-VNM,2003,100.7,100.5,108.1,102.6,101.3,99.8,100.4,100.3,102.7,102.0,100.9,100.1
geoId-VNM,2004,100.7,100.5,103.1,101.2,101.0,99.9,101.0,100.8,100.1,100.2,100.1,100.1
geoId-VNM,2005,100.4,100.4,100.3,100.6,100.4,100.5,100.4,100.2,100.5,100.4,100.5,100.3
geoId-VNM,2006,100.5,100.5,100.5,100.1,100.4,100.5,100.3,100.3,100.2,100.6,100.2,100.2
geoId-VNM,2007,100.22,100.4,100.29,100.51,100.61,100.81,100.69,100.65,100.91,100.81,100.32,100.61
geoId-VNM,2008,100.67,100.46,100.73,100.81,100.48,100.66,102.0,101.23,100.81,100.58,100.28,100.35
geoId-VNM,2009,100.47,100.36,100.29,100.24,100.18,100.27,100.36,100.16,100.19,100.16,100.09,100.44
geoId-VNM,2010,100.27,100.42,100.34,100.32,100.27,100.21,100.22,100.41,100.35,100.27,100.59,100.41
geoId-VNM,2011,100.36,100.3,100.71,101.03,101.2,100.25,100.4,100.25,100.28,100.45,100.2,100.24
geoId-VNM,2012,100.25,100.29,100.48,100.25,100.33,100.46,103.36,105.44,117.02,105.94,105.16,100.14
geoId-VNM,2013,107.4,100.58,100.07,103.62,101.58,100.09,100.05,104.11,100.04,100.1,100.07,100.08
geoId-VNM,2014,100.17,100.05,100.07,100.04,100.06,100.74,100.05,100.22,100.23,100.53,100.04,100.03
geoId-VNM,2015,100.29,100.04,100.04,100.19,100.03,100.38,100.15,100.03,100.43,100.01,100.05,100.14
geoId-VNM,2016,100.21,100.06,124.34,100.45,100.05,100.05,100.02,106.18,100.02,110.07,100.9,105.3
geoId-VNM,2017,101.01,100.22,107.51,108.05,100.04,100.01,100.36,102.86,100.25,102.14,100.2,102.55
geoId-VNM,2018,101.83,100.07,101.98,100.02,100.03,100.03,94.15,100.02,100.04,100.02,100.01,105.76
geoId-VNM,2019,100.01,100.01,100.03,100.01,99.94,100.05,100.02,102.81,99.99,100.04,100.04,100.03
geoId-VNM,2020,100.17,100.13,100.05,100.03,100.04,100.01,100.02,100.02,100.01,100.01,100.01,100.01
geoId-VNM,2021,,,,,,,,,,,,
geoId-VNM,2022,,,,,,,,,,,,
