dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,100.1,100.9,100.3,100.1,100.4,100.9,100.2,100.3,100.6,100.2,100.4,100.6,101.2,99.24,100.55,101.86,100.39,100.47,100.34,99.73,100.07,100.48,100.13,99.71,100.96,99.99,100.32,100.39
