dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2010,112.69,118.77,120.63,120.11,118.16,114.82,109.83,108.65,106.69,105.97,105.82,103.75
geoId-VNM,2011,104.03,103.59,109.51,115.98,118.94,120.26,121.7,121.52,120.13,119.74,119.38,119.04
geoId-VNM,2012,118.86,117.94,111.74,108.19,106.77,104.61,101.51,102.38,106.56,107.35,107.39,106.76
geoId-VNM,2013,106.09,106.7,105.3,103.79,101.85,103.46,107.77,107.81,103.58,102.78,102.4,102.6
geoId-VNM,2014,103.83,103.67,103.9,103.01,103.97,104.25,103.32,102.13,100.48,99.63,97.22,94.43
geoId-VNM,2015,89.6,85.08,84.85,86.66,87.23,90.15,89.9,88.05,86.86,87.71,89.85,91.26
geoId-VNM,2016,92.34,92.77,89.68,89.03,90.24,89.76,90.68,90.82,94.3,96.26,98.2,98.88
geoId-VNM,2017,105.02,109.97,114.57,111.07,108.1,104.22,101.43,105.67,106.69,105.21,104.23,106.04
geoId-VNM,2018,103.94,104.17,102.97,105.64,107.82,109.72,110.84,108.67,107.93,108.93,106.24,100.21
geoId-VNM,2019,96.05,95.46,98.33,101.36,102.28,99.48,99.96,99.38,97.35,96.81,97.87,103.52
geoId-VNM,2020,107.5,104.64,97.38,80.43,76.63,82.7,85.96,86.44,87.43,86.51,86.73,88.32
geoId-VNM,2021,89.73,93.45,100.48,117.67,121.24,115.54,113.82,113.63,113.58,116.52,120.71,115.81
geoId-VNM,2022,114.55,115.46,118.29,116.59,118.42,121.41,115.22,108.94,106.68,101.81,100.94,99.84
