dia phuong,Năm,1,2,3,4,5,6,7,8,9,10,11,12
geoId-VNM,2002,101.1,104.6,99.3,100.8,101.3,101.4,100.1,100.0,100.1,99.6,99.5,99.8
geoId-VNM,2003,101.3,104.4,97.6,99.8,99.9,99.9,99.7,99.6,99.8,99.7,100.3,100.9
geoId-VNM,2004,101.6,106.8,101.3,100.6,101.8,101.8,100.7,100.8,100.4,99.8,99.7,100.7
geoId-VNM,2005,101.9,104.3,100.0,100.5,100.8,100.9,100.2,100.4,100.4,100.3,100.1,101.7
geoId-VNM,2006,101.4,103.7,98.9,100.2,100.1,100.4,100.5,100.1,99.3,100.2,100.5,100.1
geoId-VNM,2007,100.87,103.83,99.39,100.68,100.95,101.44,102.29,100.92,101.26,101.19,101.95,104.69
geoId-VNM,2008,103.75,107.53,101.36,102.22,102.28,103.05,101.33,100.53,100.26,100.01,100.91,100.76
geoId-VNM,2009,100.55,101.72,98.45,100.46,100.36,100.67,99.95,99.91,100.17,100.49,100.62,100.89
geoId-VNM,2010,101.65,103.46,101.5,99.47,100.09,100.71,100.5,100.1,100.39,101.22,103.27,103.28
geoId-VNM,2011,102.74,104.53,101.57,105.61,103.53,102.47,103.2,101.55,99.72,99.51,99.74,100.49
geoId-VNM,2012,101.41,102.73,98.75,99.13,99.74,99.69,99.55,99.73,99.93,100.28,99.79,100.28
geoId-VNM,2013,101.96,103.0,99.05,98.76,99.55,99.97,100.18,100.62,100.87,101.04,100.56,100.38
geoId-VNM,2014,100.75,101.16,98.46,100.27,100.37,100.54,100.58,100.54,100.21,100.01,99.9,100.05
geoId-VNM,2015,100.42,100.75,100.31,99.46,99.71,100.1,100.24,100.16,99.86,100.34,99.99,100.13
geoId-VNM,2016,100.3,102.45,99.33,99.73,100.38,100.36,99.99,99.81,100.1,100.26,100.71,99.88
geoId-VNM,2017,99.41,99.72,98.78,98.89,97.73,99.15,100.87,101.64,100.06,100.37,99.94,99.5
geoId-VNM,2018,100.56,101.71,98.95,99.67,101.2,101.75,100.87,101.12,100.51,100.18,99.7,99.98
geoId-VNM,2019,100.85,102.13,98.03,99.13,100.11,100.23,100.4,100.29,100.76,101.57,104.11,104.41
geoId-VNM,2020,102.6,99.93,99.11,100.62,100.43,100.72,99.7,100.08,99.41,99.72,99.94,99.23
geoId-VNM,2021,100.81,101.82,97.8,99.75,99.95,99.81,100.95,100.97,99.7,97.95,99.6,100.15
geoId-VNM,2022,99.91,101.69,99.52,99.68,100.22,100.98,101.6,101.33,100.16,100.1,99.7,100.05
