dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,31.0,30.0,47.0,54.0,59.0,79.0,67.0,57.0,85.0,82.0,127.0,132.0,136.0,147.0,207.0,250.0,427.0,445.0
