dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,400.0,230.0,279.0,300.0,190.0,200.0,210.0,238.0,722.0,805.0,2332.0,2529.0,2702.0,3025.0,3404.0,2550.0,3231.0,3801.0
