dia phuong,2010,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,78559.1,136205.4,153589.6,161552.0,195588.4,213790.9,228630.4,237513.7,294862.6,310970.3
