dia phuong,Năm,Tổng các nguồn năng lượng,Than,Dầu thô,"Xăng, dầu và các sản phẩm dầu khác(**)",Khí thiên nhiên,Nhiên liệu sinh học(***),Điện(****)
geoId-VNM,2021,63743.94,32067.84,15919.14,105.1,5026.5,1180.0,9445.41
