dia phuong,Năm,Tổng các nguồn năng lượng,Than,Dầu thô,"Xăng, dầu và các sản phẩm dầu khác(**)",Khí thiên nhiên,Nhiên liệu sinh học(***),Điện(****)
geoId-VNM,2021,41123.43,20370.56,10240.8,10389.02,,4.2,118.8
