dia phuong,Năm,Tổng các nguồn năng lượng,Than,Dầu thô,"Xăng, dầu và các sản phẩm dầu khác(**)",Khí thiên nhiên,Nhiên liệu sinh học(***),Điện(****)
geoId-VNM,2021,100640.88,49805.06,16876.92,8023.41,6714.0,9707.2,9514.29
