dia phuong,Năm,Tổng các nguồn năng lượng,Than,Dầu thô,"Xăng, dầu và các sản phẩm dầu khác(**)",Khí thiên nhiên,Nhiên liệu sinh học(***),Điện(****)
geoId-VNM,2021,3947.46,3392.48,541.62,13.36,,,
