dia phuong,Năm,Tổng các nguồn năng lượng,Than,Dầu thô,"Xăng, dầu và các sản phẩm dầu khác(**)",Khí thiên nhiên,Nhiên liệu sinh học(***),Điện(****)
geoId-VNM,2021,287.99,,,287.99,,,
