dia phuong,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,620,656,603,567.0,484,476,788,391.0,587,587,507,561,613.0,636.0,550.0,383.0,522.0,,455.0,322.0,572.0
