dia phuong,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,1368,1360,1362,1347.0,1380,1357,1380,1372.0,1342,1342,1376,1338,1352.0,1327.0,1326.0,1356.0,1346.0,1337.0,1337.0,1349.0,1327.0
