dia phuong,Năm,Tổng diện tích,Đất đã giao cho các đối tượng sử dụng,Đất đã giao cho các đối tượng quản lý
geoId-VNM,31/12/2018,27289.4,24456.6,2832.8
geoId-VNM,31/12/2020,27983.5,24932.2,2832.8
geoId-VNM,31/12/2021,27994.3,24902.5,3091.8
