dia phuong,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,-40,-41,-50,-68.0,-47,-46,-51,-68.0,-68,-53,-58,-49,-34.0,-53.0,-56.0,-55.0,-45.0,-50.0,-63.0,-57.0,-45.0
