Năm,"Tỉnh, thành phố",1,2,3,4,5,6,7,8,9,10,11,12
2011,,85.0,76.0,82.0,79.0,85.0,88.0,89.0,87.0,90.0,87.0,81.0,83.0
2011,,83.0,79.0,78.0,77.0,74.0,73.0,75.0,76.0,77.0,83.0,79.0,77.0
2011,,77.0,75.0,75.0,77.0,80.0,81.0,83.0,81.0,82.0,82.0,78.0,78.0
2011,geoId-CMU,75.0,75.0,75.0,76.0,81.0,83.0,82.0,82.0,85.0,80.0,82.0,78.0
2011,geoId-HNI,71.0,83.0,80.0,80.0,76.0,80.0,77.0,80.0,80.0,78.0,76.0,67.0
2011,,79.0,78.0,82.0,80.0,77.0,65.0,71.0,70.0,73.0,82.0,81.0,79.0
2012,geoId-LCU,84.0,79.0,73.0,71.0,81.0,90.0,91.0,85.0,88.0,84.0,87.0,85.0
2012,geoId-SLA,85.0,80.0,72.0,71.0,75.0,80.0,84.0,84.0,85.0,81.0,84.0,81.0
2012,geoId-TQG,86.0,85.0,82.0,78.0,79.0,81.0,82.0,81.0,84.0,80.0,84.0,83.0
2012,,,,,,,,,,,,,
2012,,89.0,88.0,88.0,85.0,83.0,83.0,85.0,86.0,80.0,79.0,83.0,81.0
2012,geoId-NDH,91.0,91.0,89.0,85.0,84.0,78.0,80.0,84.0,83.0,80.0,86.0,85.0
2012,,94.0,92.0,89.0,82.0,76.0,68.0,68.0,76.0,84.0,84.0,87.0,87.0
2012,,95.0,91.0,89.0,83.0,80.0,76.0,74.0,74.0,89.0,88.0,90.0,91.0
2012,geoId-DNG,87.0,85.0,81.0,80.0,75.0,69.0,72.0,72.0,85.0,83.0,86.0,84.0
2012,,,,,,,,,,,,,
2012,,76.0,75.0,74.0,78.0,82.0,89.0,89.0,90.0,87.0,79.0,78.0,73.0
2012,,81.0,80.0,79.0,85.0,86.0,86.0,87.0,86.0,89.0,82.0,84.0,80.0
2012,,78.0,82.0,79.0,82.0,78.0,77.0,75.0,74.0,78.0,79.0,82.0,78.0
2012,,77.0,77.0,76.0,79.0,79.0,79.0,81.0,79.0,83.0,78.0,77.0,73.0
2012,geoId-CMU,78.0,76.0,78.0,78.0,83.0,82.0,85.0,83.0,88.0,83.0,83.0,78.0
2012,geoId-HNI,82.0,83.0,82.0,79.0,77.0,74.0,78.0,78.0,76.0,75.0,79.0,79.0
2012,,81.0,81.0,78.0,81.0,75.0,60.0,73.0,64.0,77.0,76.0,80.0,76.0
2013,geoId-LCU,89.0,82.0,69.0,79.0,82.0,84.0,90.0,88.0,84.0,81.0,84.0,81.0
2013,geoId-SLA,84.0,80.0,68.0,75.0,81.0,83.0,89.0,85.0,84.0,79.0,79.0,77.0
2013,geoId-TQG,84.0,85.0,78.0,79.0,79.0,78.0,84.0,83.0,86.0,81.0,79.0,78.0
2013,,,,,,,,,,,,,
2013,,82.0,89.0,86.0,87.0,86.0,83.0,88.0,86.0,85.0,73.0,76.0,72.0
2013,geoId-NDH,87.0,90.0,87.0,87.0,83.0,79.0,86.0,85.0,88.0,79.0,81.0,76.0
2013,,90.0,91.0,89.0,86.0,75.0,71.0,80.0,78.0,86.0,85.0,89.0,82.0
2013,,90.0,90.0,88.0,86.0,79.0,79.0,83.0,80.0,89.0,91.0,93.0,91.0
2013,geoId-DNG,84.0,84.0,86.0,83.0,77.0,72.0,79.0,77.0,85.0,83.0,85.0,80.0
2013,,,,,,,,,,,,,
2013,,74.0,71.0,71.0,77.0,80.0,86.0,88.0,90.0,89.0,83.0,79.0,75.0
2013,,81.0,76.0,79.0,84.0,86.0,87.0,87.0,87.0,90.0,87.0,85.0,83.0
2013,,74.0,78.0,77.0,78.0,75.0,76.0,78.0,78.0,82.0,80.0,83.0,72.0
2013,,75.0,73.0,75.0,75.0,75.0,79.0,81.0,80.0,81.0,80.0,79.0,77.0
2013,geoId-CMU,78.0,75.0,76.0,79.0,82.0,85.0,85.0,85.0,85.0,85.0,82.0,77.0
2013,geoId-HNI,82.0,86.0,80.0,81.0,78.0,74.0,82.0,81.0,82.0,73.0,73.0,68.0
2013,,79.0,81.0,82.0,84.0,81.0,74.0,76.0,73.0,78.0,79.0,83.0,73.0
2014,geoId-LCU,76.0,72.0,71.0,76.0,77.0,86.0,86.0,88.0,80.0,79.0,83.0,81.0
2014,geoId-SLA,77.0,72.0,74.0,75.0,75.0,84.0,85.0,86.0,83.0,82.0,85.0,79.0
2014,geoId-TQG,77.0,82.0,87.0,86.0,77.0,82.0,82.0,84.0,83.0,81.0,83.0,76.0
2014,,,,,,,,,,,,,
2014,,76.0,83.0,92.0,87.0,82.0,84.0,85.0,85.0,83.0,77.0,79.0,70.0
2014,geoId-NDH,79.0,87.0,94.0,90.0,81.0,82.0,83.0,85.0,82.0,79.0,86.0,75.0
2014,,84.0,91.0,93.0,90.0,74.0,73.0,75.0,76.0,84.0,87.0,89.0,84.0
2014,,90.0,91.0,91.0,85.0,78.0,72.0,80.0,79.0,84.0,90.0,91.0,94.0
2014,geoId-DNG,82.0,82.0,84.0,83.0,75.0,70.0,78.0,75.0,80.0,84.0,85.0,89.0
2014,,,,,,,,,,,,,
2014,,71.0,71.0,68.0,79.0,80.0,88.0,91.0,86.0,87.0,82.0,80.0,79.0
2014,,78.0,78.0,78.0,90.0,87.0,88.0,90.0,89.0,91.0,87.0,85.0,88.0
2014,,72.0,78.0,79.0,78.0,77.0,73.0,74.0,78.0,76.0,78.0,80.0,80.0
2014,,71.0,78.0,76.0,74.0,76.0,82.0,82.0,80.0,80.0,80.0,77.0,75.0
2014,geoId-CMU,76.0,78.0,77.0,76.0,81.0,85.0,85.0,82.0,84.0,84.0,85.0,79.0
2014,geoId-HNI,71.0,79.0,87.0,88.0,77.0,80.0,81.0,82.0,78.0,73.0,79.0,67.0
2014,,76.0,80.0,83.0,83.0,80.0,68.0,68.0,71.0,75.0,81.0,80.0,85.0
