dia phuong,Năm,Tổng diện tích,Đất đã giao cho các đối tượng sử dụng,Đất đã giao cho các đối tượng quản lý
geoId-VNM,31/12/2018,14940.8,12230.7,2710.1
geoId-VNM,31/12/2020,15404.9,12505.2,2710.1
geoId-VNM,31/12/2021,15439.7,12506.3,2933.4
