dia phuong,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,481,490,434,399.0,378,360,327,290.0,225,225,222,259,207.0,179.0,182.0,198.0,186.0,105.0,73.0,70.0,91.0
