Năm,"Tỉnh, thành phố",1,2,3,4,5,6,7,8,9,10,11,12
2012,,156.0,193.5,206.2,200.5,187.2,151.1,141.5,149.7,97.6,194.6,203.1,230.4
2012,,114.9,216.2,228.1,280.4,293.8,236.3,249.3,271.9,183.5,213.4,222.8,177.5
2012,,205.8,249.5,256.6,265.5,249.7,197.0,199.7,243.4,138.1,216.7,213.9,225.6
2012,geoId-CMU,135.7,213.2,224.4,227.2,185.4,139.9,145.9,189.3,96.7,165.5,160.0,188.7
2013,geoId-LCU,117.8,191.8,237.4,184.4,205.0,143.4,102.9,163.4,162.2,148.7,162.5,145.3
2013,geoId-SLA,93.9,155.2,229.2,192.7,225.0,184.5,137.8,182.6,153.9,163.1,129.1,179.5
2013,geoId-TQG,8.2,60.2,123.0,102.9,191.9,193.6,173.5,181.7,140.9,161.8,77.1,156.7
2013,,12.2,38.9,75.4,69.0,158.0,161.7,119.9,140.9,89.4,134.9,68.8,158.7
2013,,27.3,30.0,65.4,63.7,123.2,163.9,95.2,151.4,112.5,159.6,85.1,201.4
2013,geoId-NDH,13.4,42.0,45.7,71.8,175.7,167.8,131.7,153.8,90.3,123.9,49.0,154.5
2013,,21.0,44.0,106.9,103.9,228.4,224.3,191.4,175.8,66.0,97.6,40.0,73.6
2013,,89.4,143.4,159.1,159.6,261.0,225.7,207.0,181.5,129.2,115.5,77.0,17.5
2013,geoId-DNG,126.1,156.5,173.0,172.0,288.3,237.4,214.5,164.0,145.3,136.5,110.8,51.1
2013,,158.4,193.5,269.6,242.9,307.2,211.7,232.5,157.7,173.8,142.6,134.2,116.8
2013,,270.3,257.9,254.3,214.1,236.5,155.2,125.7,88.7,95.4,167.4,193.7,251.0
2013,,224.8,235.1,215.7,177.1,194.2,132.2,124.8,104.9,83.5,162.2,156.6,208.8
2013,,183.7,200.4,276.4,245.7,288.4,208.7,232.3,223.3,183.8,189.9,138.1,127.3
2013,,201.7,232.7,288.4,203.5,227.7,157.8,157.1,198.7,141.1,190.8,181.0,147.8
2013,geoId-CMU,150.5,181.1,273.1,199.3,179.8,131.1,142.7,174.0,116.1,158.6,164.8,115.9
2014,geoId-LCU,191.8,195.1,197.9,219.7,211.5,106.3,144.0,119.2,150.2,145.7,142.4,127.2
2014,geoId-SLA,188.4,183.1,183.2,208.8,242.2,134.7,179.2,158.4,195.2,205.1,149.4,127.4
2014,geoId-TQG,127.8,42.2,20.4,38.1,202.2,133.7,191.4,180.5,178.5,165.0,86.7,91.8
2014,,119.2,31.9,14.9,13.5,181.5,120.3,133.0,107.6,137.7,134.6,86.3,87.5
2014,,147.2,28.7,12.8,25.7,165.9,160.5,147.8,132.7,190.8,174.6,115.9,93.8
2014,geoId-NDH,116.6,28.6,13.6,11.5,191.0,152.0,135.4,112.3,187.1,137.3,89.1,83.5
2014,,125.2,12.5,41.5,79.5,248.9,188.5,222.9,162.8,182.4,103.5,93.5,41.2
2014,,108.2,135.0,109.1,195.2,274.7,222.2,232.5,207.4,216.0,147.3,148.4,29.1
2014,geoId-DNG,104.3,170.3,181.1,228.6,280.2,224.0,231.1,220.7,225.2,166.0,148.9,28.2
2014,,179.9,203.3,269.2,282.7,319.9,219.9,233.4,259.6,242.4,189.0,189.2,49.6
2014,,277.9,271.9,291.0,227.6,257.7,133.2,105.8,166.2,160.9,221.7,242.0,192.8
2014,,237.6,251.1,255.8,149.3,185.3,131.9,85.3,167.6,127.8,170.8,201.9,153.5
2014,,168.2,249.1,273.9,284.3,307.6,222.9,230.1,277.7,242.6,208.3,173.7,67.4
2014,,207.2,257.1,296.7,272.7,264.1,175.7,190.7,215.6,209.1,205.6,238.2,161.1
2014,geoId-CMU,175.0,239.4,283.0,244.1,196.0,109.8,128.9,190.9,156.3,145.9,172.2,154.3
2015,geoId-LCU,192.5,170.8,197.4,217.5,258.1,142.2,123.0,117.0,122.8,172.4,181.7,128.2
2015,geoId-SLA,181.0,150.1,188.1,222.1,291.1,193.5,165.5,173.1,179.9,221.2,183.1,103.2
2015,geoId-TQG,100.0,74.9,46.8,135.2,240.2,211.3,179.1,191.2,157.0,196.0,106.5,46.2
2015,,98.9,43.8,32.4,114.3,204.7,178.0,124.0,157.7,101.0,139.0,83.6,44.6
2015,,132.2,42.1,16.3,151.0,178.8,206.5,145.1,193.8,143.6,189.0,116.5,55.8
2015,geoId-NDH,114.5,15.7,28.5,130.8,233.7,227.7,136.5,191.8,134.8,147.7,107.3,50.4
2015,,98.5,52.6,52.8,144.5,285.9,278.8,117.3,231.2,175.5,161.9,111.3,40.5
2015,,120.1,135.3,167.7,199.1,287.3,270.1,133.9,256.5,225.2,166.2,170.5,105.1
2015,geoId-DNG,151.5,162.4,192.4,232.2,281.7,264.4,143.7,262.2,240.0,192.8,172.9,136.3
2015,,190.8,209.3,274.0,296.2,306.2,270.7,214.4,307.0,245.1,238.8,156.2,149.0
2015,,293.8,264.1,284.6,275.3,232.7,188.4,125.4,191.4,174.6,222.6,244.1,259.7
2015,,260.6,240.0,254.5,195.7,174.5,136.9,108.2,161.8,119.2,178.1,199.7,232.7
2015,,209.6,227.5,278.4,167.2,225.1,243.5,211.2,283.7,232.3,216.6,161.6,181.3
2015,,217.5,255.2,300.2,295.3,282.5,204.3,205.4,260.5,218.7,228.0,245.4,224.8
2015,geoId-CMU,192.0,237.0,268.8,267.5,219.3,134.5,167.2,186.5,154.4,160.3,185.2,200.7
2016,geoId-LCU,176.1,130.0,181.8,212.3,183.1,144.8,129.4,153.4,133.1,176.1,180.9,195.2
2016,geoId-SLA,148.2,120.2,193.3,258.4,224.0,235.0,185.5,177.7,157.5,193.9,171.8,196.0
2016,geoId-TQG,47.3,103.6,42.4,123.2,163.7,261.3,219.8,173.6,187.8,180.8,117.0,151.5
2016,,39.6,91.7,22.7,64.6,143.5,192.8,152.4,129.4,119.4,144.5,104.2,135.0
2016,,51.6,92.6,24.3,78.8,148.7,215.7,165.8,151.2,152.7,193.4,129.5,120.7
2016,geoId-NDH,34.4,100.0,18.0,49.1,155.4,221.4,177.5,131.6,118.1,146.9,102.9,95.7
2016,,37.9,101.6,34.7,125.2,235.4,251.4,262.3,181.6,111.7,88.8,67.4,38.5
2016,,48.9,66.5,121.2,191.6,218.0,249.4,267.7,198.2,163.9,131.5,76.3,21.0
2016,geoId-DNG,118.8,111.2,158.1,207.8,242.0,263.1,288.2,224.5,189.9,170.6,111.4,39.7
2016,,179.2,148.4,221.8,282.8,265.1,264.5,306.5,239.1,223.5,180.2,144.2,54.2
2016,,263.2,285.5,276.5,263.0,221.3,178.4,199.2,114.0,125.4,151.9,212.0,136.0
2016,,250.4,248.6,246.2,211.8,165.7,146.9,169.1,146.5,142.4,94.7,183.3,97.6
2016,,192.1,167.5,251.0,266.1,248.8,229.3,281.3,257.1,236.3,156.2,167.0,58.5
2016,,272.8,254.0,296.0,298.0,240.1,197.8,240.3,219.5,212.7,134.7,215.3,109.1
2016,geoId-CMU,248.8,210.5,278.8,284.2,168.9,144.3,158.5,159.8,109.3,72.5,156.6,112.4
2017,geoId-LCU,122.0,150.5,184.2,164.5,198.6,110.4,121.4,104.5,132.9,112.5,138.8,158.8
2017,geoId-SLA,102.3,156.2,200.1,187.1,231.1,162.2,157.2,145.6,172.4,132.4,137.6,142.3
2017,geoId-TQG,67.4,73.6,61.3,102.6,196.9,146.2,141.3,147.3,177.3,120.8,115.1,98.5
2017,,49.7,72.9,45.6,81.7,147.9,123.9,111.6,107.6,97.9,93.7,75.1,67.6
2017,,93.9,105.0,25.8,96.9,154.7,147.4,143.9,139.0,156.3,145.7,53.0,82.4
2017,geoId-NDH,49.3,70.2,26.5,94.8,154.7,144.4,107.3,125.9,148.1,89.3,68.6,79.0
2017,,30.6,76.9,51.8,147.3,193.2,214.4,162.6,170.2,203.3,70.6,44.0,43.9
2017,,80.5,101.0,145.1,169.8,179.4,262.1,194.5,238.4,225.7,98.1,63.7,34.5
2017,geoId-DNG,102.5,104.1,181.4,202.4,211.7,288.3,188.1,254.5,243.9,133.0,83.2,53.5
2017,,115.4,141.8,243.6,234.1,255.0,303.6,190.3,264.6,260.0,152.9,97.4,86.8
2017,,252.3,236.7,262.1,234.0,182.4,175.9,98.9,143.0,169.1,159.7,172.2,199.3
2017,,151.6,206.4,225.5,172.6,161.0,187.1,97.8,154.4,162.7,108.4,127.4,169.3
2017,,95.5,154.9,260.0,236.3,230.2,270.1,189.3,259.2,252.8,157.1,129.0,107.7
2017,,183.4,211.8,286.4,287.5,238.8,200.3,187.4,233.8,225.5,149.1,180.2,198.3
2017,geoId-CMU,156.1,188.0,238.5,245.1,165.4,147.6,143.7,152.3,140.9,110.2,125.8,133.4
2018,geoId-LCU,127.5,153.0,176.5,196.8,190.0,84.4,158.4,127.9,118.5,130.3,235.2,146.5
2018,geoId-SLA,129.6,127.1,178.3,200.3,231.5,125.2,155.5,134.6,188.1,190.3,220.0,140.0
2018,geoId-TQG,41.7,45.8,96.8,71.9,217.7,157.1,178.6,146.5,176.0,140.5,138.4,86.5
2018,,24.9,24.9,83.2,63.1,208.1,156.0,130.0,124.8,118.6,133.6,115.1,91.9
2018,,46.3,42.4,97.7,74.2,216.8,160.1,133.8,127.5,160.6,181.6,153.2,86.6
2018,geoId-NDH,26.2,42.9,93.4,81.2,244.5,174.3,129.0,108.8,144.0,146.3,137.3,103.8
2018,,36.3,41.3,102.0,144.7,262.5,196.2,144.3,164.2,205.9,161.2,125.1,81.5
2018,,42.3,88.2,156.0,179.0,279.0,191.3,162.8,188.0,232.9,224.1,132.3,77.8
2018,geoId-DNG,56.3,138.3,162.8,220.0,283.0,181.9,169.3,172.2,248.0,206.7,143.8,80.9
2018,,89.8,183.0,251.9,278.3,285.7,173.5,209.4,185.8,249.4,228.5,180.6,129.3
2018,,228.5,277.0,253.2,242.8,218.8,107.2,89.2,68.4,163.1,242.1,227.3,192.9
2018,,189.7,236.7,229.4,211.4,189.8,100.9,114.6,89.6,149.0,212.2,179.8,144.9
