dia phuong,Năm,Tổng diện tích,Đất đã giao cho các đối tượng sử dụng,Đất đã giao cho các đối tượng quản lý
geoId-VNM,31/12/2018,2831.6,2788.2,43.4
geoId-VNM,31/12/2020,2846.5,2800.9,43.4
geoId-VNM,31/12/2021,2832.9,2786.2,46.7
