"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-NBH,382.1,335.1,453.2,481.7,506.8,500.7,511.2,526.4,490.7,524.5,464.8,541.4,528.0,547.8,559.4,564.4,565.9,554.2,520.3,540.6,523.9,513.9,475.6,488.2,478.3,465.3,459.1,451.4
geoId-NTN,282.7,276.3,309.2,284.7,338.8,322.6,294.5,291.9,303.4,334.5,213.7,382.7,386.8,443.0,469.6,413.2,491.3,502.3,524.9,553.1,472.7,442.7,559.8,498.3,525.7,421.0,548.5,560.4
geoId-PTO,171.2,176.6,192.7,198.0,225.9,254.8,277.3,307.8,319.8,320.9,331.6,313.7,311.3,321.2,323.7,335.3,354.5,339.6,343.4,339.5,330.3,326.8,318.0,307.9,291.7,289.8,288.8,284.3
geoId-PYN,348.6,366.9,372.6,348.7,369.1,350.2,350.3,362.7,390.9,394.8,391.7,391.3,396.8,364.3,396.7,419.7,419.2,420.2,438.2,436.1,464.0,459.3,456.1,479.8,454.8,471.7,469.0,435.9
geoId-QBH,172.4,210.5,207.1,163.8,223.2,251.5,249.3,263.5,267.4,290.8,284.8,300.8,280.4,309.9,313.4,299.3,329.7,330.9,317.4,344.5,341.6,348.5,350.6,348.3,317.2,329.8,353.7,325.4
geoId-QNM,241.7,259.0,257.2,254.3,261.3,256.5,260.9,266.3,293.7,294.0,291.8,307.2,315.7,306.6,312.4,328.2,329.4,349.1,338.9,357.8,353.2,338.7,350.6,348.2,337.8,337.6,341.7,324.0
geoId-QNI,226.6,270.3,259.3,270.1,292.5,280.5,278.2,296.0,321.0,321.4,341.9,352.2,357.4,335.3,345.2,363.5,354.5,375.8,379.0,386.8,394.5,387.1,406.6,406.8,398.4,387.3,402.3,395.8
geoId-QNH,130.3,148.5,159.8,164.6,169.9,186.0,193.0,205.6,218.5,220.5,216.3,199.3,205.4,201.0,197.3,201.6,202.7,203.1,196.1,195.1,189.4,186.6,170.6,176.3,170.4,169.3,165.2,163.9
geoId-QTI,229.2,262.5,276.9,216.8,311.0,334.8,318.9,347.2,339.2,356.3,348.6,371.2,370.5,379.1,368.5,367.8,384.7,411.9,381.1,437.9,406.3,443.9,411.6,460.4,453.2,454.3,454.5,383.5
geoId-STG,950.3,1000.3,1020.8,1187.9,1285.3,1364.1,1264.3,1340.6,1309.1,1220.8,1306.0,1273.4,1263.1,1364.0,1388.3,1526.7,1618.5,1738.9,1713.8,1743.5,1853.8,1735.9,1741.7,1778.1,1825.6,1749.4,1714.2,1713.7
