dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
geoId-VNM,1362.0,1559.0,1347.0,984.0,1469.0,1708.0,1846.0,1659.0,1340.0,2534.0,1104.0,1178.0
