dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1.41,1.36,1.36,1.33,1.34,2.38,2.31,2.3,2.37,2.35,2.42,2.39,2.31,2.23,2.18,2.25,2.24,2.13
