Tỉnh/thành phố,2010,2015,2016,2017,2018,2019,2020,2021
geoId-VLG,88.0,1653.0,2069.0,1757.0,2319.56,2852.99,2968.87,2294.72
geoId-VPC,6590.0,24239.0,28619.0,27816.0,35503.57,36799.87,31178.33,31142.67
geoId-YBI,112.0,407.0,588.0,692.0,655.77,361.05,662.73,734.01
geoId-DBN,107.0,179.0,36.0,-45.0,136.94,131.9,-205.06,-254.66
geoId-DNG,1400.0,3550.0,4979.0,6915.0,8555.99,11741.21,-1784.28,1207.73
geoId-ST,208153.0,240921.0,287885.0,313252.0,325027.58,309165.28,383280.72,395669.52
geoId-DLK,1043.0,-119.0,1306.0,1536.0,686.09,232.64,1178.72,2179.49
geoId-DNG1,245.0,237.0,474.0,476.0,238.6,633.27,1518.6,1540.36
geoId-MRD,22516.0,28176.0,46477.0,41929.0,48803.77,37279.91,43311.38,47289.9
geoId-RRD,96216.0,162422.0,191456.0,284095.0,299725.57,323387.63,324945.83,456710.54
geoId-DNI,19263.0,50388.0,53445.0,48258.0,57755.95,52181.94,82135.1,77962.47
geoId-DTP,1698.0,2069.0,3595.0,2791.0,4751.03,3767.11,3503.32,3155.41
