dia phuong,1999,2002,2004,2006,2008,2010,2012,2014,2016,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,342,371,471,628,940,1247,1797,2327,2778,3585,3886,3874,3713,4077
