dia phuong,1999,2002,2004,2006,2008,2010,2012,2014,2016,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,282,358,498,666,1065,1580,2351,3265,3883,4775,5191,5084,5026,5586
