dia phuong,1999,2002,2004,2006,2008,2010,2012,2014,2016,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,229,268,361,476,728,1018,1505,1982,2358,3014,3331,3405,3493,3967
