dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5995.6,6236.3,6409.2,6555.0,6485.3,6490.5,6425.3,6472.1,6618.1,6831.7,7271.2,7543.01,7060.0,7300.52
