dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5494.4,5785.7,6087.4,6435.3,6494.6,6554.3,6386.4,6473.4,6598.7,6679.9,6419.0,6736.47,6154.0,6592.07
