dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5987.0,5422.9,5120.2,4936.3,4857.3,4749.4,5055.4,4848.4,4838.8,4545.2,4609.4,3946.46,3343.7,3463.23
