"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-NAN,122.3,113.4,121.0,98.6,101.1,121.7,119.5,115.5,112.4,115.1,109.1,110.1,101.8,124.4,71.0,86.4,131.4,124.2,115.6,135.3,134.1,136.1,118.6,122.4,92.2,96.4,95.3,78.0
geoId-NBH,138.8,62.8,149.2,176.6,196.8,182.7,193.2,205.5,173.5,202.1,139.2,202.5,201.5,211.8,225.9,218.6,215.8,218.2,187.2,209.3,200.3,192.9,165.2,186.6,177.3,171.5,173.2,170.4
geoId-NTN,44.2,43.3,42.5,40.0,39.6,31.5,36.8,47.2,35.2,43.9,28.2,43.8,51.6,56.1,54.6,48.4,48.4,64.7,75.9,75.2,65.2,39.8,70.6,47.6,63.1,51.4,65.4,65.2
geoId-PTO,97.7,86.4,94.0,110.4,129.8,127.5,142.2,160.5,157.6,164.4,159.4,151.4,166.3,151.5,165.1,160.1,169.8,164.4,166.9,162.9,157.9,151.5,146.2,137.8,128.9,131.4,128.6,127.6
geoId-PYN,33.0,25.8,22.1,32.6,25.6,20.7,16.1,24.7,25.3,25.5,23.5,26.9,17.8,20.4,11.7,17.9,20.1,21.0,19.6,18.6,19.7,19.6,18.0,17.8,15.0,15.5,15.7,15.0
geoId-QBH,5.8,6.2,5.7,2.1,3.2,3.0,3.3,3.1,2.3,3.0,1.4,2.3,1.9,2.4,1.1,0.2,0.8,0.8,0.3,0.8,0.8,0.7,0.4,0.7,0.6,0.3,0.5,0.5
geoId-QNM,118.6,123.0,120.6,127.8,137.2,151.5,164.0,152.6,179.5,192.8,181.5,185.1,192.3,207.8,177.8,198.7,216.0,210.5,202.1,219.2,220.8,222.6,220.3,216.0,208.1,205.5,205.9,204.1
geoId-QNI,64.8,84.4,64.0,88.3,95.4,71.6,57.6,60.4,53.3,32.9,30.1,32.8,31.2,16.8,7.9,10.3,10.0,7.1,4.6,5.9,7.5,6.9,6.8,6.7,5.3,5.6,2.4,2.5
geoId-QNH,71.0,84.0,91.3,99.9,100.7,103.2,114.2,118.2,123.8,123.5,123.9,113.3,124.4,117.9,115.2,118.5,117.7,123.1,118.5,118.0,118.6,119.3,105.5,116.9,114.7,114.3,114.1,109.8
geoId-QTI,4.7,5.0,4.7,4.2,3.3,7.4,7.8,8.1,7.9,8.1,7.9,7.0,6.8,7.3,2.4,2.4,2.4,2.3,2.2,2.1,1.9,1.9,2.0,2.1,1.9,1.9,1.8,1.8
geoId-STG,426.4,384.5,369.2,211.4,185.6,240.4,218.0,181.5,145.3,89.7,117.6,92.7,98.7,95.3,116.4,99.1,103.7,127.4,158.6,153.2,69.3,68.8,64.0,61.6,57.6,59.9,57.1,54.0
geoId-SLA,72.8,71.0,76.4,69.8,70.8,73.3,75.7,76.8,82.5,84.5,80.8,88.5,98.6,96.4,98.0,92.2,98.3,102.7,114.2,114.8,113.2,114.5,110.3,113.7,116.7,125.7,129.6,130.5
geoId-THA,410.8,250.0,421.5,439.7,503.7,463.9,529.6,575.9,585.2,616.7,526.0,662.1,683.0,692.8,722.9,669.5,658.9,694.1,671.6,716.4,690.2,697.8,668.7,616.3,627.2,624.7,642.5,653.2
geoId-TBH,436.5,395.9,393.9,458.0,507.2,483.2,438.1,507.5,344.9,484.1,391.5,495.5,516.2,515.8,520.5,520.7,492.8,478.3,477.5,484.4,488.5,483.6,375.8,467.1,469.1,474.0,454.1,454.8
geoId-TNN,113.5,130.1,136.8,142.8,162.4,156.9,166.5,182.3,180.0,176.9,184.8,190.8,197.8,195.5,195.7,194.5,205.7,208.4,201.2,206.5,214.0,216.0,210.9,215.2,216.7,218.8,217.4,216.6
