dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,340.5,476.7,516.2,580.4,604.4,533.2,616.7,638.8,636.2,629.9,639.9,643.1,642.0,646.8,662.2,668.4,686.5,720.7,734.7,749.9,736.2,718.5,712.8
