"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-STG,45.0,61.4,69.3,119.7,137.2,132.0,134.6,140.6,138.6,136.5,136.0,139.7,140.7,139.3,138.6,139.6,138.3,138.8,141.3,141.3,196.7,189.3,183.9,193.4,198.5,183.0,174.3,182.2
geoId-SLA,5.9,6.0,6.2,6.2,6.0,6.7,7.3,7.7,8.4,8.7,9.0,8.9,9.1,9.2,9.5,9.5,9.4,10.1,11.1,11.4,11.6,11.8,12.1,12.0,12.4,12.5,12.8,13.1
geoId-THA,113.4,114.2,116.9,117.6,114.9,118.9,120.0,119.6,120.2,118.6,118.3,119.0,118.7,117.9,121.3,121.3,122.1,122.6,122.5,124.0,124.6,123.4,122.2,119.5,118.2,116.2,115.3,114.3
geoId-TBH,83.4,84.1,84.1,84.7,85.0,85.5,85.9,85.2,84.7,83.4,83.0,82.2,81.7,84.2,83.2,82.7,82.4,81.1,80.5,80.5,80.1,79.7,79.1,78.3,77.6,76.3,76.5,75.6
geoId-TNN,21.6,21.4,23.4,23.5,22.1,25.9,26.8,27.9,28.4,28.0,28.3,28.6,28.5,27.4,28.7,28.3,29.6,30.2,30.1,30.4,30.5,30.7,30.3,30.1,29.9,29.9,29.4,29.3
geoId-TTH,26.0,26.2,26.3,26.2,26.4,26.5,26.6,26.6,26.7,26.3,25.9,25.7,25.7,25.8,26.9,27.5,27.4,27.4,27.6,27.7,27.9,27.9,28.6,28.6,28.9,28.5,28.4,28.1
geoId-TGG,79.3,87.7,96.1,95.2,95.9,94.7,94.2,90.4,89.1,88.1,85.7,83.9,83.4,82.6,82.7,81.9,81.0,80.6,79.3,77.4,75.1,74.2,71.6,68.8,64.9,57.6,51.7,49.2
geoId-HCM,10.9,11.3,11.8,11.6,12.7,13.6,13.6,11.9,11.4,11.1,9.4,9.4,7.7,7.0,6.5,6.6,5.4,6.4,6.1,5.6,4.9,5.2,5.4,4.8,5.1,4.9,4.7,4.6
geoId-NT,193.0,190.7,201.7,202.9,196.3,213.8,223.0,227.7,234.0,233.3,236.1,237.7,236.2,231.2,240.1,236.5,240.6,245.6,248.0,250.1,251.5,253.0,250.3,248.2,247.4,246.7,245.0,244.6
geoId-TVH,35.0,39.1,46.0,48.5,53.2,53.0,54.3,55.0,53.6,53.9,53.6,52.8,49.7,53.7,56.1,59.5,61.1,58.2,64.5,66.4,68.9,68.8,59.9,66.4,68.6,60.5,59.7,63.3
geoId-TQG,13.9,14.4,15.6,16.5,16.6,17.9,19.1,19.2,20.2,19.7,19.5,19.8,19.5,19.5,19.8,19.7,19.7,20.1,20.3,20.1,20.2,20.0,19.8,19.6,19.2,19.3,19.1,19.0
geoId-TNN,30.1,30.9,35.1,36.6,40.8,44.8,50.4,55.1,58.2,61.1,54.5,65.0,65.0,69.1,72.7,75.2,77.9,80.7,80.1,85.6,84.8,79.1,86.5,87.5,88.1,89.5,92.0,93.9
geoId-TNH,24.2,27.4,32.7,33.0,43.8,44.7,47.0,45.1,44.5,43.4,37.3,39.5,40.0,41.9,43.6,45.9,45.8,47.6,44.6,42.6,44.4,43.2,44.6,46.3,48.4,46.1,46.4,47.5
geoId-VLG,72.7,73.8,74.8,75.9,76.2,76.0,75.9,74.5,72.7,71.5,70.9,69.7,68.5,68.2,67.6,66.9,65.8,63.8,63.5,61.5,61.0,61.2,59.0,56.2,55.2,52.4,47.5,46.4
geoId-VPC,36.9,35.5,37.6,37.3,34.5,38.0,37.4,37.7,38.0,37.1,35.0,34.6,35.4,29.8,31.4,30.9,30.8,31.1,30.9,30.8,30.8,31.2,31.3,31.0,30.2,29.9,29.7,29.3
geoId-YBI,14.2,14.4,14.5,14.8,14.9,15.2,15.5,16.1,16.4,16.6,17.0,17.0,17.1,16.9,17.3,17.4,17.9,18.2,18.7,19.0,19.4,19.8,19.6,19.7,19.6,19.7,19.5,19.5
geoId-DBN,,,,,,,,,,7.1,7.3,7.5,7.5,7.6,7.9,7.9,7.9,8.2,8.3,8.5,8.8,9.0,9.1,9.3,9.6,9.6,9.9,9.8
geoId-DNG,5.8,5.8,5.7,5.5,5.5,5.5,5.4,5.3,5.0,4.7,4.4,4.3,4.2,4.1,4.0,4.0,3.5,3.2,2.9,3.0,2.9,2.9,2.8,2.8,2.7,2.6,2.5,2.5
geoId-ST,58.6,63.6,68.8,70.1,82.8,86.5,90.4,86.6,84.6,84.7,72.8,76.5,74.5,75.8,76.9,79.3,77.3,80.6,76.7,74.0,75.5,74.9,77.3,79.8,82.3,79.2,78.2,79.3
geoId-DLK,14.6,13.9,15.4,15.2,16.8,18.8,21.6,23.6,24.9,22.7,17.0,25.1,24.3,26.7,28.2,29.8,31.2,33.0,32.4,36.9,35.7,34.2,39.6,41.1,41.2,42.5,44.7,45.8
geoId-DNG1,,,,,,,,,,3.5,3.2,3.5,3.6,3.9,4.2,4.1,4.5,4.5,4.4,4.6,4.7,4.4,4.9,4.6,4.8,4.9,5.0,5.0
geoId-MRD,1035.7,1152.2,1254.0,1349.0,1448.5,1520.6,1537.6,1513.7,1498.9,1467.1,1478.7,1500.3,1506.5,1526.5,1548.8,1564.6,1567.5,1580.2,1564.4,1562.7,1617.5,1601.9,1579.1,1573.8,1604.7,1546.5,1519.6,1506.9
geoId-RRD,605.4,602.2,611.1,610.9,608.5,618.0,617.8,613.4,609.0,597.2,584.2,576.9,571.5,566.3,571.3,568.7,566.1,565.2,561.3,557.9,553.0,546.1,536.2,524.4,515.0,499.0,491.4,484.3
geoId-DNI,12.9,13.2,13.5,13.5,13.9,15.3,16.2,16.0,16.2,16.7,15.7,16.0,15.9,16.0,15.9,15.8,15.0,14.7,14.5,14.5,14.5,14.7,15.0,16.0,16.3,16.0,15.4,15.3
geoId-DTP,175.0,189.3,196.6,198.2,202.6,203.7,206.0,204.5,203.1,202.5,203.3,205.6,208.4,208.0,207.2,207.7,206.9,208.3,208.2,207.4,204.9,208.8,208.9,205.7,205.4,200.6,196.1,189.3
