dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1418.1,1515.3,1653.6,1795.0,2012.0,2288.3,2505.0,2662.7,2782.8,3035.9,3036.4,3098.9,3160.0,3228.7,3351.2,3907.1,4449.3,4564.2,4697.2,4098.1,4013.5,4263.4,4539.2
