dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,7153.0,10866.0,12124.0,11582.0,12323.0,11475.0,10413.0,10110.0,7746.0,7367.0,7106.5,7057.2,7516.8,6359.0,6760.6,6542.9,6924.2,7354.6,8133.5,11854.3,15265.8,16435.3,16824.0
