dia phuong,Một số cây lâu năm,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,Cây ăn quả:,,,,,,,,,,,,,,,,,
geoId-VNM,Nho,28.6,28.2,26.3,24.0,16.7,14.7,16.3,19.2,23.9,31.0,26.8,26.3,25.2,26.1,27.5,,
geoId-VNM,Chuối,,,,,1631.9,1717.0,1776.9,1853.3,1906.1,1981.0,1983.3,2041.5,2095.6,2194.2,2267.5,2348.2,2514.8
geoId-VNM,Xoài,367.8,471.1,541.6,554.0,630.3,642.4,664.8,684.9,691.5,709.7,721.7,739.5,783.0,839.0,894.8,1001.5,996.0
geoId-VNM,Cam. quýt,601.3,654.7,678.6,693.5,677.8,699.3,723.1,718.9,770.7,755.7,833.8,956.5,1100.8,1245.7,1371.6,1788.5,2009.3
geoId-VNM,Nhãn,612.1,653.3,642.5,606.4,544.4,576.4,536.6,537.5,512.0,507.0,493.0,495.4,563.3,527.6,568.2,611.2,628.1
geoId-VNM,Vải,398.8,672.9,686.0,557.4,521.3,420.9,336.4,314.8,368.6,356.6,307.7,232.7,389.0,269.6,315.4,381.1,375.3
geoId-VNM,Chôm chôm,,,,,0.0,304.4,311.9,314.1,327.4,358.5,340.7,330.3,342.8,352.4,321.2,307.9,314.2
geoId-VNM,Bưởi,,,,,407.2,424.5,439.6,442.1,450.4,471.9,497.8,562.0,653.7,818.9,932.0,1037.3,1142.6
geoId-VNM,Cây công nghiệp lâu năm:,,,,,,,,,,,,,,,,,
geoId-VNM,Điều,240.2,312.4,308.5,291.9,304.2,314.1,304.0,277.7,345.2,348.5,304.8,212.3,266.3,283.3,348.5,399.3,341.7
geoId-VNM,Cao su Mủ khô,481.6,605.8,660.0,711.3,747.2,809.6,876.4,945.5,969.8,1013.3,1030.0,1090.2,1138.3,1185.2,1226.1,1272.0,1339.5
geoId-VNM,Cà phê Nhân,752.1,915.8,1055.8,1057.5,1171.3,1272.0,1265.4,1385.0,1424.8,1473.4,1504.7,1575.3,1616.3,1684.0,1763.5,1838.0,1954.0
geoId-VNM,chè Búp tươi,570.0,705.9,746.2,771.0,845.4,873.1,894.6,907.1,950.8,967.8,967.6,975.1,993.8,1017.6,1065.0,1091.1,1116.7
geoId-VNM,Hồ tiêu,80.3,89.3,98.3,108.0,115.9,119.2,133.8,145.1,169.6,202.2,229.8,252.5,264.4,264.9,270.2,275.8,272.2
