dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,93.8,97.8,102.5,107.5,119.8,142.2,159.5,206.1,226.7,263.4,278.9,287.2,293.9,285.4,293.1,346.2,356.7,394.1,413.1,427.0,441.7,466.2,481.4
