dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,640.6,753.2,795.1,864.9,916.8,948.8,972.8,1013.9,1048.6,1041.0,973.7,986.2,985.8,997.3,1008.2,1013.7,1020.5,1052.4,1072.8,1093.5,1076.4,1052.2,1057.0
