Tỉnh/thành phố,2010,2015,2016,2017,2018,2019,2020,2021
geoId-TNH,3665.0,11641.0,13028.0,15311.0,17130.33,19131.68,20680.02,21782.49
geoId-VLG,1229.0,2999.0,3848.0,4015.0,4605.76,5489.56,5795.7,5929.5
geoId-VPC,2684.0,9101.0,11908.0,16444.0,19268.98,21344.79,23086.98,26618.33
geoId-YBI,1027.0,1702.0,2025.0,2286.0,2314.23,2584.62,2908.38,3224.06
geoId-DBN,1084.0,1991.0,2114.0,2101.0,2100.93,2175.98,1763.72,1757.06
geoId-DNG,8122.0,20322.0,24138.0,26962.0,26876.84,30741.73,26621.38,28247.04
geoId-ST,200200.0,438140.0,501346.0,585118.0,631100.91,665475.53,660415.72,690021.26
geoId-DLK,2360.0,3335.0,3898.0,4069.0,4171.23,4169.82,4814.2,4963.73
geoId-DNG1,356.0,929.0,1047.0,995.0,945.43,1136.86,1347.58,1693.8
geoId-MRD,22092.0,62896.0,74609.0,83641.0,96936.39,106104.28,105434.16,106722.93
geoId-RRD,139261.0,342425.0,379896.0,454225.0,522770.75,555106.66,538422.48,617604.53
geoId-DNI,24025.0,60380.0,76586.0,86583.0,100045.25,102828.94,100673.61,102576.36
geoId-DTP,1558.0,3629.0,4253.0,5349.0,5547.58,5769.16,5934.4,5329.79
