dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,32357.0,35941.0,38671.0,39985.0,47613.0,48541.0,53364.0,56120.0,60651.0,69581.0,74573.0,84109.0,87682.0,91633.0,91420.0,69591.0,72792.0,74991.0,73312.0,73132.0,76576.0
