dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,419.0,222.0,173.0,21.0,,3.0
geoId-VNM,2003,428.0,223.0,178.0,23.0,,4.0
geoId-VNM,2004,431.0,226.0,179.0,23.0,,3.0
geoId-VNM,2005,431.0,225.0,179.0,24.0,,3.0
geoId-VNM,2006,436.0,227.0,179.0,26.0,1.0,3.0
geoId-VNM,2007,435.0,226.0,178.0,27.0,1.0,3.0
geoId-VNM,2008,438.0,226.0,180.0,32.0,,
geoId-VNM,2009,441.0,227.0,181.0,33.0,,
geoId-VNM,2010,439.0,226.0,181.0,32.0,,
geoId-VNM,2011,440.0,225.0,178.0,31.0,3.0,3.0
geoId-VNM,2012,441.0,225.0,181.0,30.0,3.0,2.0
geoId-VNM,2013,444.0,226.0,183.0,30.0,3.0,2.0
geoId-VNM,2014,445.0,226.0,182.0,29.0,6.0,2.0
geoId-VNM,2015,446.0,226.0,183.0,29.0,6.0,2.0
geoId-VNM,2016,447.0,227.0,183.0,29.0,6.0,2.0
geoId-VNM,2017,450.0,228.0,184.0,31.0,6.0,1.0
geoId-VNM,2019,444.0,219.0,181.0,32.0,11.0,1.0
geoId-VNM,2020,441.0,214.0,179.0,32.0,15.0,1.0
geoId-VNM,2021,439.0,213.0,179.0,32.0,14.0,1.0
