dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,,,,,,109.3,108.3,104.8,110.8,116.7,105.1,120.1,96.2,107.2,113.8,110.5,102.1,98.7,94.4,114.7,96.1,100.84,96.56,89.4,109.62,113.93
