dia phuong,1995 -1996,1996 - 1997,1997 - 1998,1998 - 1999,1999 - 2000,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,701.0,732.0,701.0,683.0,661.0,645.0,565.0,537.0,454.0,396.0,315.0,307.0,308.0,295.0,294.0,319.0,319.0,347.0,354.0,381.0,389.0,420.0,436.0,456.0,487.0,528.0,561.0
