dia phuong,1995 -1996,1996 - 1997,1997 - 1998,1998 - 1999,1999 - 2000,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,104.7,103.3,104.2,103.3,102.6,102.8,102.2,102.4,102.0,101.8,101.53,101.34,101.11,100.77,101.05,100.7,100.73,100.39,100.21,99.81,100.1,99.45,99.72,96.56,95.91,99.09,99.62
