dia phuong,2010-2011,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,25.9,26.7,27.0,27.5,28.1,28.7,30.5,31.2,31.3,31.9
